EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,DistanceFromHome,Education,EmployeeCount,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,Mean_In_Time,Mean_Out_Time,Mean_Duration_Hours,Attrition_Yes,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married
107,3.0,1.0,3.0,37,5,3,1,4,-0.9261798440324335,6.0,19,8,0,17.0,3,5,0,3,4,3,10.004166666666666,17.912499999999998,7.90826193663543,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
108,3.0,3.0,4.0,46,2,4,1,2,-0.7304870057859946,2.0,11,8,0,7.0,3,1,0,0,3,3,9.993055555555555,16.141944444444444,6.148933511825078,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
109,1.0,2.0,3.0,41,16,1,1,1,-0.7846690619780053,1.0,11,8,0,8.0,3,8,7,7,4,3,9.993333333333332,17.524444444444445,7.531251673360107,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
110,4.0,4.0,3.0,50,9,3,1,3,0.7192548349908265,6.0,15,8,0,20.0,2,4,1,3,3,3,9.988333333333333,16.884999999999998,6.89675925925926,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
111,3.0,3.0,3.0,40,8,3,1,1,0.4515317338067734,2.0,20,8,0,8.0,2,6,1,0,2,4,9.975833333333334,19.11416666666667,9.138271976796073,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
112,3.0,2.0,3.0,31,1,3,1,4,-0.772557778829203,0.0,24,8,0,3.0,5,2,2,2,3,4,9.983333333333333,20.741111111111113,10.757971887550202,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
113,3.0,2.0,3.0,21,10,2,1,1,-0.2400862775853639,1.0,12,8,1,1.0,2,1,0,0,3,3,9.998888888888889,16.061944444444446,6.062927264614012,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
114,4.0,4.0,3.0,29,1,3,1,2,0.034861097757624006,9.0,12,8,1,6.0,6,3,1,2,4,3,10.006666666666666,17.775277777777777,7.768585452922802,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
115,3.0,2.0,3.0,35,29,3,1,3,-0.31870337872671284,9.0,15,8,0,10.0,2,1,0,0,3,3,9.978055555555555,17.649722222222223,7.671522757697457,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
116,4.0,2.0,3.0,27,2,3,1,1,-0.8787971046958908,2.0,12,8,1,5.0,2,5,0,4,3,3,9.996666666666666,16.224444444444444,6.227853636769299,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
117,2.0,4.0,3.0,28,2,2,1,3,-0.7744700866948033,1.0,12,8,0,7.0,2,7,0,7,2,3,9.963055555555554,17.05638888888889,7.093352298081213,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
118,2.0,3.0,3.0,49,2,3,1,2,-0.2759951697283044,8.0,14,8,1,26.0,3,5,0,0,3,3,9.990555555555554,17.776944444444442,7.78636546184739,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
119,3.0,4.0,2.0,51,1,2,1,1,-0.509509207983284,4.0,22,8,1,18.0,2,7,0,7,3,4,9.989722222222222,17.52638888888889,7.536680053547524,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
120,4.0,3.0,3.0,36,15,2,1,1,0.6748467967785511,4.0,12,8,0,6.0,1,2,2,2,3,3,10.006666666666666,16.048055555555557,6.041231593038822,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
121,1.0,4.0,2.0,34,7,3,1,1,-0.1882414865624203,8.0,25,8,1,9.0,3,5,0,4,3,4,9.98611111111111,18.96861111111111,8.98231369924141,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
122,3.0,4.0,3.0,55,26,3,1,1,0.8382428799615168,2.0,13,8,0,30.0,3,5,1,2,3,3,9.977222222222222,18.545833333333334,8.56870035698349,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
123,4.0,3.0,4.0,24,1,3,1,5,-0.7661834192772017,1.0,18,8,3,5.0,4,5,0,3,3,3,10.006944444444445,19.740555555555556,9.733846497099508,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
124,3.0,2.0,3.0,30,3,3,1,2,-0.11366147980400548,1.0,13,8,0,1.0,3,1,0,0,3,3,9.991388888888888,16.8775,6.8860419455600175,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
125,3.0,3.0,3.0,26,14,3,1,2,0.21398060116885956,0.0,18,8,3,7.0,3,6,0,4,3,3,9.980277777777777,16.972499999999997,6.9919801427933965,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
126,1.0,2.0,3.0,22,16,5,1,1,-0.7462104260142645,1.0,19,8,2,2.0,3,2,1,2,2,3,9.977777777777778,16.30638888888889,6.328611111111112,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
127,2.0,3.0,3.0,36,1,3,1,5,2.7904967320877714,1.0,12,8,1,10.0,3,10,9,0,3,3,9.964166666666666,16.360000000000003,6.3957809013833105,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
128,3.0,4.0,3.0,30,3,2,1,3,-1.1418456755418096,9.0,19,8,0,3.0,2,1,0,0,2,3,9.973055555555556,18.11138888888889,8.138453815261045,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
129,4.0,1.0,2.0,37,10,1,1,1,1.4529436194261725,1.0,14,8,1,18.0,3,18,12,17,3,3,9.984166666666665,16.446944444444444,6.4628078982597055,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
130,4.0,2.0,3.0,40,6,2,1,3,-0.46127655403980783,7.0,14,8,2,8.0,3,5,1,3,2,3,9.996944444444443,16.681944444444447,6.684963186077644,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
131,2.0,1.0,3.0,42,2,3,1,4,0.9621179339220748,3.0,12,8,1,8.0,2,5,1,2,2,3,9.974444444444444,17.434166666666666,7.459742302543508,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
132,3.0,2.0,2.0,37,9,1,1,3,-0.43832885965260326,2.0,11,8,1,18.0,3,1,0,1,2,3,9.983055555555556,19.849444444444444,9.866429049531458,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
133,1.0,2.0,3.0,43,10,2,1,1,-0.40072013829579584,1.0,11,8,0,25.0,2,25,3,9,3,3,9.99472222222222,17.383888888888887,7.389228023203927,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
134,2.0,3.0,3.0,40,6,2,1,1,-0.8193030822105456,6.0,13,8,0,20.0,2,1,0,0,2,3,9.981388888888889,17.438055555555557,7.4566979027219995,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
135,1.0,1.0,2.0,54,9,3,1,2,-0.03823155843865717,4.0,23,8,1,24.0,2,4,1,2,2,4,10.011666666666667,16.083333333333332,6.071607541276216,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
136,3.0,3.0,3.0,34,28,3,1,1,-0.17549276745841777,9.0,20,8,1,6.0,3,3,1,2,3,4,10.0025,16.8575,6.8549955377063805,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
137,2.0,1.0,1.0,31,10,4,1,3,-0.9170432620078983,1.0,15,8,1,13.0,2,13,3,12,2,3,9.989722222222222,16.15861111111111,6.1689301651048645,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
138,4.0,4.0,3.0,43,14,3,1,1,-0.5853640866520992,7.0,14,8,2,10.0,3,3,1,2,2,3,9.986388888888888,17.581944444444446,7.595739625167336,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
139,3.0,3.0,3.0,43,27,4,1,2,-0.5367064754051561,4.0,18,8,1,8.0,3,5,0,2,3,3,9.992222222222221,18.769444444444442,8.777141900937082,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
140,2.0,4.0,3.0,25,7,2,1,1,0.4525941270654403,1.0,19,8,1,5.0,2,5,1,3,4,3,9.9925,20.60138888888889,10.608752788933513,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
141,2.0,3.0,3.0,37,1,3,1,3,-0.9550769406681725,3.0,22,8,0,15.0,5,13,10,7,2,4,9.979166666666666,20.409444444444443,10.430165104863901,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
142,4.0,1.0,3.0,31,24,1,1,3,-0.43832885965260326,1.0,13,8,1,4.0,2,4,3,2,3,3,10.040833333333333,17.07138888888889,7.0307284694332886,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
143,2.0,3.0,3.0,39,26,4,1,1,-0.7300620484825279,1.0,20,8,1,21.0,5,21,1,6,1,4,9.988888888888889,18.95583333333333,8.966825078090139,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
144,3.0,1.0,2.0,56,20,4,1,3,-0.25113516747549947,9.0,14,8,0,36.0,1,7,7,7,3,3,10.021111111111113,17.42638888888889,7.405298973672468,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
145,2.0,3.0,3.0,30,5,4,1,2,-0.23222456747122902,0.0,17,8,1,6.0,2,5,4,4,3,3,9.99861111111111,17.5775,7.5787048192771085,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
146,2.0,1.0,3.0,41,7,3,1,3,-0.7906184642265399,1.0,14,8,0,10.0,2,10,0,7,2,3,9.981944444444444,16.614444444444445,6.632469879518072,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
147,3.0,1.0,3.0,28,7,3,1,3,1.1588731654271804,1.0,13,8,0,10.0,2,10,1,8,2,3,10.006666666666666,16.230277777777776,6.223584337349397,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
148,1.0,1.0,3.0,25,5,2,1,3,-0.8165408597380117,5.0,13,8,0,6.0,3,2,0,2,3,3,10.000833333333333,16.481944444444444,6.4811222668451585,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
149,4.0,3.0,3.0,52,26,2,1,2,-0.6646186237486482,2.0,21,8,0,28.0,2,5,0,4,2,4,10.0025,18.154722222222222,8.152301427933958,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
150,1.0,4.0,2.0,45,2,3,1,1,-0.2985179068120422,3.0,14,8,1,8.0,4,2,0,2,3,3,9.997222222222222,16.78611111111111,6.788968094600625,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
151,4.0,4.0,1.0,52,12,3,1,2,-0.3452632101933848,2.0,11,8,1,31.0,3,5,1,4,3,3,10.011944444444444,17.275277777777777,7.263345604640786,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
152,1.0,3.0,3.0,42,10,3,1,2,-0.7789321383812042,2.0,13,8,1,19.0,0,5,0,2,2,3,9.985,16.81222222222222,6.827448683623382,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
153,3.0,4.0,3.0,30,25,3,1,1,-0.8705104372782891,2.0,20,8,1,11.0,5,5,0,2,3,4,9.995,17.273888888888887,7.2790785363676935,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
154,1.0,1.0,1.0,60,10,3,1,1,-0.8996200125657615,5.0,18,8,1,33.0,4,29,11,10,3,3,9.993611111111111,16.190277777777776,6.1966465863453815,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
155,3.0,3.0,2.0,46,19,4,1,1,-0.508871772028084,2.0,14,8,0,19.0,5,10,0,8,2,3,10.011944444444444,17.584444444444443,7.57248103525212,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
156,4.0,4.0,4.0,42,18,4,1,4,1.4242590014421668,0.0,13,8,2,7.0,2,6,0,4,3,3,9.97,16.57111111111111,6.601077643908969,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
157,1.0,2.0,3.0,24,27,2,1,1,0.832718435016449,1.0,17,8,1,6.0,0,5,1,4,2,3,10.015555555555556,20.460277777777776,10.444808121374386,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
158,4.0,3.0,2.0,34,5,3,1,2,1.5385725160747228,0.0,20,8,1,3.0,3,2,1,0,3,4,9.995,16.26361111111111,6.2685118250780905,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
159,4.0,4.0,3.0,38,3,3,1,2,-0.3391013292931169,1.0,11,8,1,1.0,3,1,0,0,3,3,10.016944444444444,18.51,8.49313476126729,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
160,3.0,3.0,3.0,40,26,4,1,1,-0.641883408013177,0.0,18,8,1,21.0,2,20,1,12,2,3,9.993611111111111,16.042222222222225,6.048550870147255,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
161,1.0,4.0,1.0,26,3,2,1,4,-0.8641360777262879,1.0,24,8,0,3.0,2,3,0,2,4,4,9.996944444444443,16.306944444444444,6.310234270414993,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162,3.0,4.0,1.0,30,15,3,1,2,-0.8760348822233569,4.0,18,8,3,9.0,2,5,1,4,2,3,10.001111111111111,17.835277777777776,7.83413208389112,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
163,2.0,3.0,3.0,29,8,3,1,3,2.7469386084824294,1.0,11,8,0,10.0,3,10,0,7,3,3,10.026944444444446,17.18277777777778,7.1556659973226235,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
164,3.0,2.0,4.0,29,19,4,1,3,-1.0013972867460483,5.0,16,8,1,6.0,4,2,1,1,2,3,10.012222222222222,16.67888888888889,6.666664435519857,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
165,1.0,4.0,4.0,19,4,3,1,1,0.24245274050113189,1.0,15,8,2,1.0,2,1,0,0,3,3,10.040555555555555,17.88888888888889,7.848434850513164,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
166,3.0,1.0,3.0,30,2,4,1,3,-0.2915061113048408,0.0,15,8,1,10.0,2,9,7,8,3,3,10.015833333333333,16.739722222222223,6.72392681838465,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
167,1.0,4.0,2.0,57,2,2,1,4,-0.04184369551812456,3.0,12,8,1,32.0,3,1,0,0,3,3,9.985,16.304444444444446,6.319651941097724,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
168,2.0,3.0,3.0,50,10,4,1,3,-0.36459876750112197,0.0,12,8,0,28.0,3,27,15,7,3,3,9.978055555555555,17.136666666666667,7.158653502900491,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
169,3.0,4.0,2.0,30,10,2,1,3,2.6298628713773393,0.0,22,8,1,12.0,3,11,6,7,3,4,10.000833333333333,16.30777777777778,6.306863007585899,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
170,3.0,1.0,4.0,60,16,3,1,4,-0.8847465069444252,4.0,20,8,0,22.0,4,18,13,11,3,4,10.004166666666666,17.18777777777778,7.183580990629183,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
171,1.0,4.0,3.0,47,1,3,1,5,1.5016012306731155,5.0,16,8,2,20.0,2,5,0,4,2,3,10.018611111111111,17.738055555555558,7.719592815707274,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
172,1.0,3.0,1.0,46,4,1,1,1,0.0444226370856259,6.0,21,8,1,26.0,3,3,0,1,2,4,9.977500000000001,16.7875,6.810055778670237,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
173,4.0,3.0,3.0,35,15,2,1,2,-0.23307448207816253,0.0,12,8,1,6.0,2,5,4,3,3,3,9.976944444444445,16.479999999999997,6.502991967871486,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
174,3.0,3.0,3.0,54,2,4,1,2,0.5174001158441198,7.0,11,8,3,19.0,2,1,0,0,3,3,9.997499999999999,17.620555555555555,7.622938420348059,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
175,4.0,3.0,3.0,34,8,2,1,1,-0.8634986417710877,3.0,11,8,2,14.0,2,7,5,7,4,3,10.000277777777777,17.544722222222223,7.544524765729585,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
176,3.0,4.0,3.0,46,2,3,1,1,0.4959397720190489,2.0,18,8,0,15.0,3,3,1,2,2,3,9.997777777777777,19.019166666666667,9.021605310129408,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
177,3.0,2.0,4.0,31,7,3,1,2,-0.24646063713736518,1.0,14,8,1,13.0,3,13,0,8,3,3,9.973055555555556,16.385555555555555,6.412441990182955,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
178,2.0,3.0,4.0,33,10,3,1,4,0.04782229551335991,7.0,22,8,0,15.0,2,7,7,7,2,4,9.993055555555555,18.37027777777778,8.377126282909416,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
179,1.0,4.0,3.0,33,5,4,1,2,0.03167391798162337,7.0,25,8,0,8.0,5,4,1,3,3,4,9.989166666666666,16.9475,6.958432619366354,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
180,4.0,2.0,3.0,30,2,3,1,1,-0.3512126124419193,0.0,12,8,1,4.0,4,3,1,2,3,3,9.965833333333332,16.455555555555556,6.489611780455154,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
181,4.0,3.0,3.0,35,12,2,1,2,-0.7848815406297388,4.0,23,8,1,10.0,2,8,0,0,1,4,10.0225,18.83361111111111,8.81108991521642,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
182,1.0,3.0,3.0,31,22,2,1,2,-0.17294302363761727,3.0,15,8,2,12.0,2,1,0,0,2,3,10.020277777777778,16.62472222222222,6.604298304328425,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
183,2.0,1.0,3.0,34,17,1,1,1,-0.9565642912303062,9.0,22,8,1,11.0,5,3,0,2,4,4,10.025555555555556,20.811111111111114,10.785644801427933,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
184,2.0,3.0,3.0,42,2,4,1,1,-0.7491851271385317,4.0,15,8,3,8.0,3,2,2,0,2,3,10.000833333333333,17.754722222222224,7.753900044622936,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
185,2.0,4.0,2.0,36,3,4,1,1,-0.5265075001219541,1.0,11,8,0,10.0,3,10,9,7,3,3,9.986666666666666,17.20611111111111,7.219496876394467,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
186,3.0,3.0,3.0,22,7,3,1,2,-0.5775023765379642,5.0,13,8,2,4.0,2,2,1,2,3,3,9.988888888888889,16.434722222222224,6.4459192324854975,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
187,2.0,4.0,3.0,48,6,3,1,1,0.9245092125652673,2.0,14,8,1,14.0,6,9,6,7,3,3,9.998888888888889,16.7875,6.788765060240964,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
188,1.0,2.0,3.0,55,1,3,1,1,1.1745965856554503,3.0,11,8,0,37.0,5,10,7,7,3,3,9.993611111111111,17.34111111111111,7.34760597947345,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
189,4.0,4.0,3.0,41,3,2,1,2,0.7294538102740286,7.0,17,8,1,16.0,2,14,1,10,2,3,10.01888888888889,16.255,6.236016287371709,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
190,2.0,3.0,3.0,35,22,3,1,1,-0.7515223923075988,9.0,18,8,0,15.0,2,11,6,9,2,3,10.017222222222223,16.074166666666667,6.0570046854083,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
191,2.0,3.0,3.0,40,15,3,1,2,-0.8354514597422821,7.0,14,8,0,22.0,1,20,5,13,3,3,10.008611111111112,17.30388888888889,7.295319053993753,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
192,3.0,3.0,3.0,39,12,1,1,1,0.7411401361193642,1.0,16,8,1,8.0,3,8,0,7,3,3,9.98,17.044444444444448,7.064545961624274,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
193,2.0,4.0,4.0,31,1,4,1,3,-0.07669019440239815,4.0,13,8,2,10.0,2,6,0,5,2,3,10.0375,18.716666666666665,8.679209058456047,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
194,4.0,1.0,2.0,42,5,3,1,3,-0.23647414050589655,1.0,14,8,0,10.0,3,10,5,8,3,3,9.991666666666665,20.594444444444445,10.602947344935297,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
195,4.0,2.0,4.0,45,2,1,1,4,-0.4459780911150048,0.0,23,8,0,9.0,2,8,3,7,3,4,10.000555555555556,17.349166666666665,7.3484783578759485,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
196,3.0,3.0,2.0,26,2,1,1,2,-0.1083495135106711,0.0,12,8,0,8.0,3,7,1,0,3,3,10.005833333333333,19.140833333333333,9.134947568049979,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
197,4.0,4.0,4.0,29,5,3,1,1,-0.2917185899565742,4.0,11,8,0,8.0,3,3,1,2,2,3,10.018333333333334,17.360000000000003,7.341692324854975,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
198,1.0,3.0,3.0,33,16,3,1,1,-0.9376536912260357,4.0,16,8,0,10.0,2,6,0,5,3,3,9.98861111111111,17.37361111111111,7.385137215528782,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
199,3.0,4.0,2.0,31,2,4,1,1,-0.7636336754564012,9.0,14,8,2,10.0,2,5,0,1,3,3,9.980833333333333,16.691666666666666,6.710869031682285,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
200,2.0,2.0,3.0,18,2,3,1,1,-0.6448581091374442,1.0,18,8,2,0.0,4,0,0,0,4,3,9.998888888888889,19.15138888888889,9.152689647478804,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
201,3.0,1.0,3.0,40,1,4,1,2,-0.7298495698307945,3.0,19,8,0,20.0,3,1,0,1,2,3,9.974444444444444,16.845277777777778,6.871049754573852,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
202,1.0,3.0,3.0,41,23,3,1,2,-0.814416073220678,2.0,15,8,2,10.0,2,8,0,7,2,3,10.011944444444444,19.115833333333335,9.103762829094153,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
203,1.0,3.0,3.0,26,9,4,1,3,-0.8095290642308103,5.0,17,8,3,8.0,3,0,0,0,2,3,9.999166666666666,16.065833333333334,6.0665506470325745,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
204,1.0,3.0,3.0,35,16,4,1,2,0.6423375630633447,1.0,15,8,0,5.0,2,5,0,3,2,3,10.027222222222223,16.38611111111111,6.358800758589915,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
205,4.0,4.0,3.0,34,26,3,1,1,-0.26898337422110297,1.0,19,8,1,10.0,3,10,5,7,2,3,10.009722222222223,16.425555555555558,6.416016287371709,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
206,3.0,4.0,1.0,26,1,3,1,2,-0.8662608642436216,1.0,22,8,0,1.0,3,1,0,0,1,4,9.993333333333332,18.61777777777778,8.624418786256136,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
207,2.0,4.0,4.0,37,8,1,1,1,-0.490811086630747,4.0,16,8,1,12.0,5,6,1,2,3,3,10.00361111111111,17.379722222222224,7.376130075858991,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
208,1.0,3.0,2.0,46,4,1,1,5,-0.7632087181529345,5.0,13,8,0,28.0,3,2,1,2,3,3,9.97888888888889,16.220277777777778,6.2414892904953145,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
209,2.0,1.0,3.0,41,24,1,1,1,-0.8163283810862784,7.0,14,8,1,22.0,2,18,11,8,3,3,10.002777777777778,17.673333333333336,7.67037037037037,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
210,1.0,2.0,3.0,37,7,2,1,1,-0.9508273676335051,1.0,16,8,1,9.0,3,9,7,7,3,3,9.974722222222223,17.461388888888887,7.486784917447568,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
211,4.0,1.0,3.0,52,2,1,1,1,0.7388028709502971,2.0,11,8,1,18.0,2,10,6,9,3,3,9.985,19.01638888888889,9.031482597054886,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
212,4.0,3.0,3.0,32,7,2,1,2,-0.6809794799321182,8.0,22,8,0,6.0,4,4,1,2,2,4,9.983888888888888,16.009444444444444,6.025465194109773,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
213,4.0,4.0,3.0,24,22,3,1,1,-0.7581092305113334,0.0,14,8,2,3.0,5,2,2,1,2,3,10.014444444444445,16.073333333333334,6.058741633199465,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
214,3.0,3.0,3.0,38,5,3,1,1,1.8961740869419936,3.0,16,8,1,18.0,2,1,0,0,3,3,10.047777777777778,16.1075,6.05970995091477,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
215,2.0,2.0,2.0,37,1,4,1,5,-0.5437182709123576,6.0,11,8,2,8.0,3,6,4,3,3,3,9.977222222222222,16.865555555555556,6.888210620258813,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
216,4.0,3.0,3.0,49,21,1,1,1,-0.5294822012462214,1.0,18,8,2,31.0,2,31,0,9,1,3,9.956388888888888,20.599166666666665,10.642983043284248,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
